<a_128><b_64><c_73>	Salmonella gastroenteritis	ICD9CM:0030
<a_253><b_83><c_48>	Injury to acoustic nerve	ICD9CM:9515
<a_198><b_121><c_36>	C1-C4 level with unspecified spinal cord injury	ICD9CM:95200
<a_198><b_121><c_82>	C1-C4 level with anterior cord syndrome	ICD9CM:95202
<a_198><b_121><c_230>	C1-C4 level with central cord syndrome	ICD9CM:95203
<a_198><b_121><c_72>	C1-C4 level with other specified spinal cord injury	ICD9CM:95204
<a_198><b_121><c_173>	C5-C7 level with unspecified spinal cord injury	ICD9CM:95205
<a_198><b_121><c_90>	C5-C7 level with complete lesion of spinal cord	ICD9CM:95206
<a_198><b_121><c_110>	C5-C7 level with central cord syndrome	ICD9CM:95208
<a_198><b_254><c_213>	Unspecified site of spinal cord injury without evidence of spinal bone injury	ICD9CM:9529
<a_95><b_206><c_16>	Injury to lumbosacral plexus	ICD9CM:9535
<a_27><b_121><c_71>	Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles	ICD9CM:9540
<a_114><b_39><c_188>	Injury to ulnar nerve	ICD9CM:9552
<a_117><b_95><c_47>	Injury to radial nerve	ICD9CM:9553
<a_117><b_89><c_235>	Injury to digital nerve, upper limb	ICD9CM:9556
<a_117><b_93><c_87>	Injury to multiple nerves of shoulder girdle and upper limb	ICD9CM:9558
<a_117><b_95><c_23>	Injury to peroneal nerve	ICD9CM:9563
<a_198><b_186><c_173>	Injury to other specified nerve(s)	ICD9CM:9571
<a_21><b_159><c_72>	Air embolism	ICD9CM:9580
<a_85><b_90><c_223>	Secondary and recurrent hemorrhage	ICD9CM:9582
<a_118><b_24><c_156>	Posttraumatic wound infection not elsewhere classified	ICD9CM:9583
<a_238><b_253><c_27>	Traumatic shock	ICD9CM:9584
<a_13><b_135><c_116>	Traumatic anuria	ICD9CM:9585
<a_85><b_252><c_14>	Traumatic subcutaneous emphysema	ICD9CM:9587
<a_85><b_205><c_129>	Other early complications of trauma	ICD9CM:9588
<a_95><b_14><c_70>	Traumatic compartment syndrome of lower extremity	ICD9CM:95892
<a_99><b_17><c_50>	Traumatic compartment syndrome of abdomen	ICD9CM:95893
<a_117><b_89><c_156>	Traumatic compartment syndrome of other sites	ICD9CM:95899
<a_59><b_89><c_173>	Head injury, unspecified	ICD9CM:95901
<a_155><b_45><c_174>	Injury of face and neck	ICD9CM:95909
<a_188><b_252><c_101>	Other injury of chest wall	ICD9CM:95911
<a_99><b_245><c_77>	Other injury of abdomen	ICD9CM:95912
<a_215><b_194><c_100>	Other injury of external genitals	ICD9CM:95914
<a_114><b_2><c_36>	Knee, leg, ankle, and foot injury	ICD9CM:9597
<a_118><b_254><c_34>	Unspecified site injury	ICD9CM:9599
<a_131><b_231><c_115>	Poisoning by sulfonamides	ICD9CM:9610
<a_9><b_78><c_48>	Poisoning by antimalarials and drugs acting on other blood protozoa	ICD9CM:9614
<a_9><b_252><c_124>	Poisoning by other antimycobacterial drugs	ICD9CM:9618
<a_131><b_16><c_100>	Poisoning by insulins and antidiabetic agents	ICD9CM:9623
<a_9><b_31><c_103>	Poisoning by thyroid and thyroid derivatives	ICD9CM:9627
<a_131><b_110><c_45>	Poisoning by antiallergic and antiemetic drugs	ICD9CM:9630
<a_9><b_252><c_99>	Poisoning by antineoplastic and immunosuppressive drugs	ICD9CM:9631
<a_131><b_141><c_89>	Poisoning by anticoagulants	ICD9CM:9642
<a_45><b_254><c_152>	Poisoning by opium (alkaloids), unspecified	ICD9CM:96500
<a_45><b_232><c_211>	Poisoning by heroin	ICD9CM:96501
<a_220><b_25><c_43>	Poisoning by methadone	ICD9CM:96502
<a_45><b_204><c_109>	Poisoning by other opiates and related narcotics	ICD9CM:96509
<a_131><b_224><c_13>	Poisoning by salicylates	ICD9CM:9651
<a_87><b_41><c_48>	Poisoning by aromatic analgesics, not elsewhere classified	ICD9CM:9654
<a_131><b_224><c_135>	Poisoning by propionic acid derivatives	ICD9CM:96561
<a_87><b_29><c_116>	Poisoning by other specified analgesics and antipyretics	ICD9CM:9658
<a_131><b_53><c_32>	Poisoning by hydantoin derivatives	ICD9CM:9661
<a_220><b_224><c_184>	Poisoning by other and unspecified anticonvulsants	ICD9CM:9663
<a_220><b_26><c_40>	Poisoning by barbiturates	ICD9CM:9670
<a_45><b_97><c_109>	Poisoning by other sedatives and hypnotics	ICD9CM:9678
<a_45><b_9><c_214>	Poisoning by unspecified sedative or hypnotic	ICD9CM:9679
<a_220><b_41><c_13>	Poisoning by central nervous system muscle-tone depressants	ICD9CM:9680
<a_220><b_105><c_40>	Poisoning by antidepressants	ICD9CM:9690
<a_131><b_32><c_36>	Poisoning by monoamine oxidase inhibitors	ICD9CM:96901
<a_220><b_169><c_37>	Poisoning by tricyclic antidepressants	ICD9CM:96905
<a_220><b_16><c_21>	Poisoning by other antidepressants	ICD9CM:96909
<a_220><b_199><c_156>	Poisoning by phenothiazine-based tranquilizers	ICD9CM:9691
<a_220><b_218><c_40>	Poisoning by other antipsychotics, neuroleptics, and major tranquilizers	ICD9CM:9693
<a_220><b_77><c_201>	Poisoning by benzodiazepine-based tranquilizers	ICD9CM:9694
<a_220><b_80><c_214>	Poisoning by other tranquilizers	ICD9CM:9695
<a_220><b_152><c_251>	Poisoning by psychostimulants	ICD9CM:9697
<a_220><b_152><c_13>	Poisoning by amphetamines	ICD9CM:96972
<a_45><b_87><c_217>	Poisoning by other specified psychotropic agents	ICD9CM:9698
<a_220><b_41><c_45>	Poisoning by opiate antagonists	ICD9CM:9701
<a_45><b_138><c_13>	Poisoning by other specified central nervous system stimulants	ICD9CM:9708
<a_220><b_230><c_121>	Poisoning by cocaine	ICD9CM:97081
<a_131><b_9><c_43>	Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics	ICD9CM:9711
<a_131><b_77><c_52>	Poisoning by sympatholytics [antiadrenergics]	ICD9CM:9713
<a_131><b_17><c_211>	Poisoning by cardiac rhythm regulators	ICD9CM:9720
<a_131><b_114><c_139>	Poisoning by cardiotonic glycosides and drugs of similar action	ICD9CM:9721
<a_131><b_17><c_233>	Poisoning by coronary vasodilators	ICD9CM:9724
<a_131><b_82><c_0>	Poisoning by other and unspecified agents primarily affecting the cardiovascular system	ICD9CM:9729
<a_220><b_214><c_40>	Poisoning by antitussives	ICD9CM:9754
<a_45><b_135><c_236>	Poisoning by other specified drugs and medicinal substances	ICD9CM:9778
<a_209><b_224><c_23>	Toxic effect of ethyl alcohol	ICD9CM:9800
<a_214><b_147><c_21>	Toxic effect of unspecified alcohol	ICD9CM:9809
<a_35><b_167><c_23>	Toxic effect of other nonpetroleum-based solvents	ICD9CM:9828
<a_9><b_37><c_36>	Toxic effect of other specified metals	ICD9CM:9858
<a_9><b_167><c_238>	Toxic effect of other specified gases, fumes, or vapors	ICD9CM:9878
<a_9><b_76><c_45>	Toxic effect of organophosphate and carbamate	ICD9CM:9893
<a_87><b_231><c_87>	Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified	ICD9CM:98989
<a_142><b_186><c_40>	Effects of radiation, unspecified	ICD9CM:990
<a_31><b_84><c_40>	Hypothermia	ICD9CM:9916
<a_191><b_10><c_248>	Heat stroke and sunstroke	ICD9CM:9920
<a_191><b_101><c_254>	Asphyxiation and strangulation	ICD9CM:9947
<a_167><b_225><c_48>	Other anaphylactic reaction	ICD9CM:9950
<a_0><b_90><c_45>	Angioneurotic edema, not elsewhere classified	ICD9CM:9951
<a_132><b_150><c_179>	Other and unspecified adverse effect of drug, medicinal and biological substance	ICD9CM:9952
<a_167><b_41><c_40>	Other drug allergy	ICD9CM:99527
<a_132><b_191><c_179>	Unspecified adverse effect of other drug, medicinal and biological substance	ICD9CM:99529
<a_167><b_49><c_48>	Anaphylactic reaction due to peanuts	ICD9CM:99561
<a_167><b_75><c_214>	Anaphylactic reaction due to fruits and vegetables	ICD9CM:99563
<a_232><b_102><c_87>	Adult maltreatment, unspecified	ICD9CM:99580
<a_163><b_173><c_27>	Adult physical abuse	ICD9CM:99581
<a_37><b_56><c_205>	Systemic inflammatory response syndrome, unspecified	ICD9CM:99590
<a_149><b_217><c_124>	Sepsis	ICD9CM:99591
<a_40><b_168><c_254>	Severe sepsis	ICD9CM:99592
<a_179><b_189><c_80>	Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction	ICD9CM:99593
<a_100><b_131><c_127>	Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction	ICD9CM:99594
<a_52><b_78><c_226>	Mechanical complication due to cardiac pacemaker (electrode)	ICD9CM:99601
<a_52><b_15><c_63>	Mechanical complication due to heart valve prosthesis	ICD9CM:99602
<a_52><b_199><c_164>	Mechanical complication due to coronary bypass graft	ICD9CM:99603
<a_52><b_25><c_179>	Mechanical complication of automatic implantable cardiac defibrillator	ICD9CM:99604
<a_52><b_77><c_193>	Other mechanical complication of cardiac device, implant, and graft	ICD9CM:99609
<a_18><b_109><c_45>	Mechanical complication of other vascular device, implant, and graft	ICD9CM:9961
<a_224><b_190><c_40>	Mechanical complication of nervous system device, implant, and graft	ICD9CM:9962
<a_234><b_78><c_156>	Mechanical complication due to urethral (indwelling) catheter	ICD9CM:99631
<a_234><b_148><c_39>	Other mechanical complication of genitourinary device, implant, and graft	ICD9CM:99639
<a_224><b_214><c_220>	Mechanical complication of internal orthopedic device, implant, and graft	ICD9CM:9964
<a_77><b_104><c_44>	Mechanical loosening of prosthetic joint	ICD9CM:99641
<a_77><b_49><c_235>	Dislocation of prosthetic joint	ICD9CM:99642
<a_77><b_55><c_116>	Broken prosthetic joint implant	ICD9CM:99643
<a_77><b_247><c_214>	Peri-prosthetic fracture around prosthetic joint	ICD9CM:99644
<a_77><b_0><c_61>	Peri-prosthetic osteolysis	ICD9CM:99645
<a_193><b_19><c_204>	Other mechanical complication of prosthetic joint implant	ICD9CM:99647
<a_224><b_214><c_214>	Other mechanical complication of other internal orthopedic device, implant, and graft	ICD9CM:99649
<a_224><b_22><c_40>	Mechanical complication due to graft of other tissue, not elsewhere classified	ICD9CM:99652
<a_193><b_176><c_95>	Mechanical complication due to ocular lens prosthesis	ICD9CM:99653
<a_178><b_51><c_179>	Mechanical complication due to breast prosthesis	ICD9CM:99654
<a_201><b_141><c_40>	Mechanical complication due to peritoneal dialysis catheter	ICD9CM:99656
<a_224><b_17><c_89>	Mechanical complication due to insulin pump	ICD9CM:99657
<a_18><b_51><c_200>	Mechanical complication due to other implant and internal device, not elsewhere classified	ICD9CM:99659
<a_52><b_77><c_3>	Infection and inflammatory reaction due to cardiac device, implant, and graft	ICD9CM:99661
<a_18><b_51><c_101>	Infection and inflammatory reaction due to other vascular device, implant, and graft	ICD9CM:99662
<a_224><b_14><c_40>	Infection and inflammatory reaction due to nervous system device, implant, and graft	ICD9CM:99663
<a_234><b_31><c_142>	Infection and inflammatory reaction due to indwelling urinary catheter	ICD9CM:99664
<a_234><b_148><c_1>	Infection and inflammatory reaction due to other genitourinary device, implant, and graft	ICD9CM:99665
<a_224><b_167><c_185>	Infection and inflammatory reaction due to internal joint prosthesis	ICD9CM:99666
<a_224><b_94><c_40>	Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft	ICD9CM:99667
<a_224><b_68><c_126>	Infection and inflammatory reaction due to peritoneal dialysis catheter	ICD9CM:99668
<a_224><b_191><c_220>	Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft	ICD9CM:99669
<a_52><b_169><c_37>	Other complications due to heart valve prosthesis	ICD9CM:99671
<a_52><b_77><c_4>	Other complications due to other cardiac device, implant, and graft	ICD9CM:99672
<a_3><b_107><c_254>	Other complications due to renal dialysis device, implant, and graft	ICD9CM:99673
<a_18><b_141><c_24>	Other complications due to other vascular device, implant, and graft	ICD9CM:99674
<a_224><b_58><c_90>	Other complications due to nervous system device, implant, and graft	ICD9CM:99675
<a_234><b_148><c_3>	Other complications due to genitourinary device, implant, and graft	ICD9CM:99676
<a_193><b_19><c_57>	Other complications due to internal joint prosthesis	ICD9CM:99677
<a_224><b_58><c_23>	Other complications due to other internal orthopedic device, implant, and graft	ICD9CM:99678
<a_224><b_191><c_142>	Other complications due to other internal prosthetic device, implant, and graft	ICD9CM:99679
<a_224><b_38><c_1>	Complications of transplanted organ, unspecified	ICD9CM:99680
<a_12><b_5><c_41>	Complications of transplanted kidney	ICD9CM:99681
<a_12><b_0><c_99>	Complications of transplanted liver	ICD9CM:99682
<a_52><b_40><c_0>	Complications of transplanted heart	ICD9CM:99683
<a_3><b_145><c_116>	Complications of transplanted lung	ICD9CM:99684
<a_3><b_85><c_203>	Complications of transplanted bone marrow	ICD9CM:99685
<a_12><b_91><c_165>	Complications of transplanted pancreas	ICD9CM:99686
<a_99><b_205><c_10>	Complications of transplanted intestine	ICD9CM:99687
<a_3><b_138><c_77>	Complications of transplanted organ, stem cell	ICD9CM:99688
<a_12><b_104><c_214>	Complications of other specified transplanted organ	ICD9CM:99689
<a_102><b_166><c_37>	Central nervous system complication	ICD9CM:99701
<a_18><b_231><c_86>	Iatrogenic cerebrovascular infarction or hemorrhage	ICD9CM:99702
<a_122><b_156><c_121>	Other nervous system complications	ICD9CM:99709
<a_96><b_252><c_71>	Cardiac complications, not elsewhere classified	ICD9CM:9971
<a_172><b_122><c_89>	Peripheral vascular complications, not elsewhere classified	ICD9CM:9972
<a_0><b_174><c_80>	Respiratory complications, not elsewhere classified	ICD9CM:9973
<a_70><b_77><c_139>	Ventilator associated pneumonia	ICD9CM:99731
<a_70><b_85><c_6>	Other respiratory complications	ICD9CM:99739
<a_125><b_19><c_128>	Digestive system complications	ICD9CM:9974
<a_125><b_25><c_35>	Other digestive system complications	ICD9CM:99749
<a_110><b_141><c_140>	Urinary complications, not elsewhere classified	ICD9CM:9975
<a_95><b_40><c_83>	Infection (chronic) of amputation stump	ICD9CM:99762
<a_95><b_240><c_40>	Other amputation stump complication	ICD9CM:99769
<a_93><b_49><c_196>	Vascular complications of mesenteric artery	ICD9CM:99771
<a_172><b_204><c_45>	Vascular complications of other vessels	ICD9CM:99779
<a_136><b_129><c_145>	Complications affecting other specified body systems, not elsewhere classified, hypertension	ICD9CM:99791
<a_50><b_15><c_180>	Complications affecting other specified body systems, not elsewhere classified	ICD9CM:99799
<a_254><b_190><c_44>	Postoperative shock	ICD9CM:9980
<a_238><b_47><c_38>	Postoperative shock, cardiogenic	ICD9CM:99801
<a_3><b_17><c_235>	Postoperative shock, other	ICD9CM:99809
<a_201><b_171><c_179>	Hemorrhage complicating a procedure	ICD9CM:99811
<a_201><b_141><c_179>	Hematoma complicating a procedure	ICD9CM:99812
<a_178><b_140><c_142>	Seroma complicating a procedure	ICD9CM:99813
<a_141><b_97><c_142>	Accidental puncture or laceration during a procedure, not elsewhere classified	ICD9CM:9982
<a_139><b_207><c_113>	Disruption of wound, unspecified	ICD9CM:99830
<a_178><b_218><c_0>	Disruption of internal operation (surgical) wound	ICD9CM:99831
<a_178><b_175><c_40>	Disruption of external operation (surgical) wound	ICD9CM:99832
<a_153><b_23><c_179>	Disruption of traumatic injury wound repair	ICD9CM:99833
<a_201><b_80><c_164>	Foreign body accidentally left during a procedure	ICD9CM:9984
<a_178><b_76><c_40>	Infected postoperative seroma	ICD9CM:99851
<a_178><b_63><c_171>	Other postoperative infection	ICD9CM:99859
<a_165><b_224><c_179>	Persistent postoperative fistula	ICD9CM:9986
<a_178><b_94><c_40>	Emphysema (subcutaneous) (surgical) resulting from procedure	ICD9CM:99881
<a_178><b_135><c_199>	Non-healing surgical wound	ICD9CM:99883
<a_141><b_224><c_139>	Other specified complications of procedures not elsewhere classified	ICD9CM:99889
<a_18><b_38><c_200>	Other vascular complications of medical care, not elsewhere classified	ICD9CM:9992
<a_141><b_51><c_34>	Other infection due to medical care, not elsewhere classified	ICD9CM:9993
<a_18><b_33><c_96>	Other and unspecified infection due to central venous catheter	ICD9CM:99931
<a_18><b_22><c_116>	Bloodstream infection due to central venous catheter	ICD9CM:99932
<a_18><b_90><c_133>	Local infection due to central venous catheter	ICD9CM:99933
