<a_2><b_222><c_42>	Salmonella gastroenteritis	ICD9CM:0030
<a_86><b_221><c_148>	Family history of malignant neoplasm of ovary	ICD9CM:V1641
<a_86><b_67><c_71>	Family history of malignant neoplasm of prostate	ICD9CM:V1642
<a_86><b_78><c_215>	Family history of malignant neoplasm of testis	ICD9CM:V1643
<a_86><b_249><c_106>	Family history of malignant neoplasm of other genital organs	ICD9CM:V1649
<a_86><b_140><c_1>	Family history of malignant neoplasm of kidney	ICD9CM:V1651
<a_86><b_140><c_16>	Family history of malignant neoplasm of other urinary organs	ICD9CM:V1659
<a_250><b_52><c_113>	Family history of leukemia	ICD9CM:V166
<a_250><b_140><c_113>	Family history of other lymphatic and hematopoietic neoplasms	ICD9CM:V167
<a_86><b_55><c_1>	Family history of other specified malignant neoplasm	ICD9CM:V168
<a_86><b_55><c_17>	Family history of unspecified malignant neoplasm	ICD9CM:V169
<a_63><b_212><c_107>	Family history of psychiatric condition	ICD9CM:V170
<a_63><b_26><c_238>	Family history of stroke (cerebrovascular)	ICD9CM:V171
<a_63><b_158><c_213>	Family history of ischemic heart disease	ICD9CM:V173
<a_63><b_56><c_240>	Family history of other cardiovascular diseases	ICD9CM:V174
<a_63><b_183><c_187>	Family history of sudden cardiac death (SCD)	ICD9CM:V1741
<a_63><b_56><c_12>	Family history of other cardiovascular diseases	ICD9CM:V1749
<a_63><b_212><c_223>	Family history of asthma	ICD9CM:V175
<a_63><b_212><c_71>	Family history of diabetes mellitus	ICD9CM:V180
<a_86><b_198><c_185>	Family history of multiple endocrine neoplasia [MEN] syndrome	ICD9CM:V1811
<a_63><b_205><c_233>	Family history of other blood disorders	ICD9CM:V183
<a_63><b_78><c_107>	Family history of other digestive disorders	ICD9CM:V1859
<a_63><b_234><c_158>	Family history of genetic disease carrier	ICD9CM:V189
<a_209><b_17><c_80>	Tubal ligation status	ICD9CM:V2651
<a_209><b_159><c_217>	Vasectomy status	ICD9CM:V2652
<a_237><b_81><c_183>	Outcome of delivery, single liveborn	ICD9CM:V270
<a_65><b_62><c_150>	Observation for suspected infectious condition	ICD9CM:V290
<a_82><b_76><c_208>	Observation for suspected genetic or metabolic condition	ICD9CM:V293
<a_237><b_13><c_254>	Single liveborn, born in hospital, delivered without mention of cesarean section	ICD9CM:V3000
<a_237><b_13><c_74>	Single liveborn, born in hospital, delivered by cesarean section	ICD9CM:V3001
<a_237><b_13><c_234>	Twin birth, mate liveborn, born in hospital, delivered without mention of cesarean section	ICD9CM:V3100
<a_237><b_107><c_18>	Twin birth, mate liveborn, born in hospital, delivered by cesarean section	ICD9CM:V3101
<a_237><b_221><c_234>	Other multiple birth (three or more), mates all liveborn, born in hospital, delivered by cesarean section	ICD9CM:V3401
<a_28><b_87><c_20>	Mental and behavioral problems with learning	ICD9CM:V400
<a_85><b_58><c_88>	Kidney replaced by transplant	ICD9CM:V420
<a_85><b_42><c_122>	Heart replaced by transplant	ICD9CM:V421
<a_85><b_199><c_73>	Heart valve replaced by transplant	ICD9CM:V422
<a_85><b_79><c_219>	Cornea replaced by transplant	ICD9CM:V425
<a_85><b_177><c_11>	Lung replaced by transplant	ICD9CM:V426
<a_85><b_156><c_122>	Liver replaced by transplant	ICD9CM:V427
<a_85><b_95><c_14>	Bone marrow replaced by transplant	ICD9CM:V4281
<a_85><b_95><c_54>	Peripheral stem cells replaced by transplant	ICD9CM:V4282
<a_85><b_155><c_250>	Pancreas replaced by transplant	ICD9CM:V4283
<a_85><b_155><c_122>	Other specified organ or tissue replaced by transplant	ICD9CM:V4289
<a_85><b_249><c_74>	Eye globe replaced by other means	ICD9CM:V430
<a_85><b_249><c_99>	Lens replaced by other means	ICD9CM:V431
<a_85><b_143><c_181>	Heart valve replaced by other means	ICD9CM:V433
<a_85><b_143><c_212>	Blood vessel replaced by other means	ICD9CM:V434
<a_85><b_174><c_81>	Bladder replaced by other means	ICD9CM:V435
<a_101><b_239><c_16>	Shoulder joint replacement	ICD9CM:V4361
<a_101><b_239><c_171>	Wrist joint replacement	ICD9CM:V4363
<a_101><b_239><c_130>	Hip joint replacement	ICD9CM:V4364
<a_101><b_239><c_124>	Knee joint replacement	ICD9CM:V4365
<a_85><b_243><c_74>	Breast replacement	ICD9CM:V4382
<a_209><b_118><c_59>	Tracheostomy status	ICD9CM:V440
<a_209><b_79><c_68>	Gastrostomy status	ICD9CM:V441
<a_209><b_249><c_191>	Ileostomy status	ICD9CM:V442
<a_209><b_249><c_61>	Colostomy status	ICD9CM:V443
<a_209><b_249><c_226>	Status of other artificial opening of gastrointestinal tract	ICD9CM:V444
<a_209><b_57><c_156>	Cystostomy, unspecified	ICD9CM:V4450
<a_209><b_57><c_65>	Cutaneous-vesicostomy	ICD9CM:V4451
<a_209><b_25><c_193>	Other cystostomy	ICD9CM:V4459
<a_209><b_57><c_184>	Other artificial opening of urinary tract status	ICD9CM:V446
<a_209><b_142><c_180>	Other artificial opening status	ICD9CM:V448
<a_24><b_253><c_181>	Cardiac pacemaker in situ	ICD9CM:V4501
<a_24><b_253><c_209>	Automatic implantable cardiac defibrillator in situ	ICD9CM:V4502
<a_24><b_253><c_154>	Other specified cardiac device in situ	ICD9CM:V4509
<a_100><b_143><c_171>	Postsurgical renal dialysis status	ICD9CM:V451
<a_100><b_143><c_133>	Renal dialysis status	ICD9CM:V4511
<a_82><b_154><c_217>	Noncompliance with renal dialysis	ICD9CM:V4512
<a_24><b_179><c_116>	Presence of cerebrospinal fluid drainage device	ICD9CM:V452
<a_187><b_104><c_13>	Intestinal bypass or anastomosis status	ICD9CM:V453
<a_101><b_41><c_130>	Arthrodesis status	ICD9CM:V454
<a_100><b_143><c_254>	Cataract extraction status	ICD9CM:V4561
<a_100><b_179><c_20>	Other states following surgery of eye and adnexa	ICD9CM:V4569
<a_187><b_249><c_99>	Acquired absence of breast and nipple	ICD9CM:V4571
<a_187><b_25><c_158>	Acquired absence of intestine (large) (small)	ICD9CM:V4572
<a_187><b_142><c_193>	Acquired absence of kidney	ICD9CM:V4573
<a_187><b_142><c_194>	Acquired absence of organ, other parts of urinary tract	ICD9CM:V4574
<a_187><b_25><c_81>	Acquired absence of organ, stomach	ICD9CM:V4575
<a_187><b_243><c_244>	Acquired absence of organ, lung	ICD9CM:V4576
<a_187><b_29><c_94>	Acquired absence of organ, genital organs	ICD9CM:V4577
<a_187><b_178><c_20>	Acquired absence of organ, eye	ICD9CM:V4578
<a_187><b_29><c_55>	Other acquired absence of organ	ICD9CM:V4579
<a_100><b_143><c_74>	Aortocoronary bypass status	ICD9CM:V4581
<a_24><b_207><c_180>	Percutaneous transluminal coronary angioplasty status	ICD9CM:V4582
<a_24><b_79><c_99>	Insulin pump status	ICD9CM:V4585
<a_100><b_143><c_219>	Bariatric surgery status	ICD9CM:V4586
<a_85><b_239><c_190>	Transplanted organ removal status	ICD9CM:V4587
<a_24><b_17><c_91>	Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility	ICD9CM:V4588
<a_100><b_179><c_68>	Other postprocedural status	ICD9CM:V4589
<a_82><b_234><c_77>	Dependence on respirator [Ventilator]	ICD9CM:V461
<a_82><b_234><c_188>	Dependence on respirator, status	ICD9CM:V4611
<a_202><b_66><c_0>	Mechanical complication of respirator [ventilator]	ICD9CM:V4614
<a_82><b_234><c_3>	Other dependence on machines, supplemental oxygen	ICD9CM:V462
<a_82><b_234><c_46>	Wheelchair dependence	ICD9CM:V463
<a_82><b_234><c_74>	Dependence on other enabling machines	ICD9CM:V468
<a_82><b_234><c_25>	Unspecified machine dependence	ICD9CM:V469
<a_79><b_53><c_20>	Unspecified problem with head, neck, or trunk	ICD9CM:V489
<a_101><b_143><c_3>	Unspecified level upper limb amputation status	ICD9CM:V4960
<a_101><b_143><c_252>	Thumb amputation status	ICD9CM:V4961
<a_101><b_122><c_74>	Other finger(s) amputation status	ICD9CM:V4962
<a_101><b_143><c_16>	Below elbow amputation status	ICD9CM:V4965
<a_101><b_22><c_8>	Great toe amputation status	ICD9CM:V4971
<a_101><b_22><c_1>	Other toe(s) amputation status	ICD9CM:V4972
<a_101><b_22><c_181>	Foot amputation status	ICD9CM:V4973
<a_101><b_125><c_59>	Below knee amputation status	ICD9CM:V4975
<a_101><b_42><c_69>	Above knee amputation status	ICD9CM:V4976
<a_85><b_200><c_194>	Awaiting organ transplant status	ICD9CM:V4983
<a_82><b_29><c_101>	Bed confinement status	ICD9CM:V4984
<a_155><b_182><c_108>	Dual sensory impairment	ICD9CM:V4985
<a_82><b_226><c_63>	Do not resuscitate status	ICD9CM:V4986
<a_82><b_142><c_176>	Physical restraints status	ICD9CM:V4987
<a_82><b_3><c_14>	Other specified conditions influencing health status	ICD9CM:V4989
<a_13><b_234><c_1>	Routine or ritual circumcision	ICD9CM:V502
<a_13><b_234><c_14>	Prophylactic breast removal	ICD9CM:V5041
<a_13><b_234><c_16>	Other prophylactic gland removal	ICD9CM:V5049
<a_100><b_156><c_22>	Encounter for breast reconstruction following mastectomy	ICD9CM:V510
<a_24><b_42><c_68>	Fitting and adjustment of cerebral ventricular (communicating) shunt	ICD9CM:V5301
<a_24><b_24><c_44>	Fitting and adjustment of cardiac pacemaker	ICD9CM:V5331
<a_24><b_24><c_217>	Fitting and adjustment of automatic implantable cardiac defibrillator	ICD9CM:V5332
<a_24><b_24><c_176>	Fitting and adjustment of other cardiac device	ICD9CM:V5339
<a_24><b_42><c_66>	Fitting and adjustment of insulin pump	ICD9CM:V5391
<a_24><b_29><c_27>	Fitting and adjustment, other device	ICD9CM:V5399
<a_100><b_104><c_85>	Encounter for removal of internal fixation device	ICD9CM:V5401
<a_113><b_40><c_49>	Aftercare for healing traumatic fracture of arm, unspecified	ICD9CM:V5410
<a_113><b_23><c_148>	Aftercare for healing traumatic fracture of upper arm	ICD9CM:V5411
<a_113><b_23><c_39>	Aftercare for healing traumatic fracture of lower arm	ICD9CM:V5412
<a_113><b_106><c_201>	Aftercare for healing traumatic fracture of hip	ICD9CM:V5413
<a_113><b_23><c_166>	Aftercare for healing traumatic fracture of upper leg	ICD9CM:V5415
<a_113><b_23><c_201>	Aftercare for healing traumatic fracture of lower leg	ICD9CM:V5416
<a_113><b_172><c_228>	Aftercare for healing traumatic fracture of vertebrae	ICD9CM:V5417
<a_113><b_106><c_14>	Aftercare for healing traumatic fracture of other bone	ICD9CM:V5419
<a_113><b_167><c_55>	Aftercare for healing pathologic fracture of hip	ICD9CM:V5423
<a_113><b_197><c_108>	Aftercare for healing pathologic fracture of vertebrae	ICD9CM:V5427
<a_100><b_104><c_17>	Aftercare following joint replacement	ICD9CM:V5481
<a_100><b_104><c_116>	Aftercare following explantation of joint prosthesis	ICD9CM:V5482
<a_100><b_104><c_113>	Other orthopedic aftercare	ICD9CM:V5489
<a_100><b_104><c_41>	Unspecified orthopedic aftercare	ICD9CM:V549
<a_6><b_58><c_194>	Attention to tracheostomy	ICD9CM:V550
<a_6><b_29><c_212>	Attention to gastrostomy	ICD9CM:V551
<a_6><b_79><c_156>	Attention to ileostomy	ICD9CM:V552
<a_6><b_79><c_184>	Attention to colostomy	ICD9CM:V553
<a_6><b_29><c_85>	Attention to other artificial opening of digestive tract	ICD9CM:V554
<a_6><b_184><c_250>	Attention to cystostomy	ICD9CM:V555
<a_6><b_3><c_159>	Attention to other artificial opening of urinary tract	ICD9CM:V556
<a_6><b_79><c_231>	Attention to other specified artificial opening	ICD9CM:V558
<a_24><b_94><c_14>	Encounter for extracorporeal dialysis	ICD9CM:V560
<a_24><b_22><c_196>	Fitting and adjustment of extracorporeal dialysis catheter	ICD9CM:V561
<a_24><b_94><c_7>	Encounter for other dialysis	ICD9CM:V568
<a_13><b_207><c_57>	Encounter for radiotherapy	ICD9CM:V580
<a_250><b_231><c_43>	Encounter for antineoplastic chemotherapy and immunotherapy	ICD9CM:V581
<a_250><b_231><c_6>	Encounter for antineoplastic chemotherapy	ICD9CM:V5811
<a_250><b_231><c_115>	Encounter for antineoplastic immunotherapy	ICD9CM:V5812
<a_100><b_106><c_44>	Attention to dressings and sutures	ICD9CM:V583
<a_100><b_81><c_250>	Encounter for change or removal of surgical wound dressing	ICD9CM:V5831
<a_100><b_156><c_69>	Encounter for planned post-operative wound closure	ICD9CM:V5841
<a_100><b_226><c_205>	Aftercare following surgery for injury and trauma	ICD9CM:V5843
<a_100><b_138><c_254>	Aftercare following organ transplant	ICD9CM:V5844
<a_100><b_25><c_81>	Other specified aftercare following surgery	ICD9CM:V5849
<a_13><b_104><c_216>	Long-term (current) use of anticoagulants	ICD9CM:V5861
<a_13><b_23><c_83>	Long-term (current) use of antibiotics	ICD9CM:V5862
<a_13><b_104><c_32>	Long-term (current) use of antiplatelet/antithrombotic	ICD9CM:V5863
<a_13><b_200><c_176>	Long-term (current) use of non-steroidal anti-inflammatories (NSAID)	ICD9CM:V5864
<a_13><b_200><c_241>	Long-term (current) use of steroids	ICD9CM:V5865
<a_13><b_14><c_248>	Long-term (current) use of aspirin	ICD9CM:V5866
<a_13><b_104><c_84>	Long-term (current) use of insulin	ICD9CM:V5867
<a_13><b_200><c_84>	Long-term (current) use of other medications	ICD9CM:V5869
<a_100><b_79><c_64>	Aftercare following surgery of the circulatory system, NEC	ICD9CM:V5873
<a_13><b_253><c_39>	Encounter for therapeutic drug monitoring	ICD9CM:V5883
<a_85><b_200><c_192>	Liver donors	ICD9CM:V596
<a_82><b_3><c_206>	Lack of housing	ICD9CM:V600
<a_82><b_246><c_83>	Substance abuse in family	ICD9CM:V6142
<a_63><b_80><c_6>	Other specified family circumstances	ICD9CM:V618
<a_102><b_240><c_170>	Unemployment	ICD9CM:V620
<a_82><b_68><c_83>	Legal circumstances	ICD9CM:V625
<a_82><b_24><c_241>	Refusal of treatment for reasons of religion or conscience	ICD9CM:V626
<a_102><b_97><c_0>	Suicidal ideation	ICD9CM:V6284
<a_82><b_3><c_187>	Person awaiting admission to adequate facility elsewhere	ICD9CM:V632
<a_81><b_149><c_190>	Vaccination not carried out because of patient refusal	ICD9CM:V6406
<a_13><b_234><c_55>	Surgical or other procedure not carried out because of contraindication	ICD9CM:V641
<a_13><b_143><c_43>	Surgical or other procedure not carried out because of patient's decision	ICD9CM:V642
<a_13><b_143><c_171>	Procedure not carried out for other reasons	ICD9CM:V643
<a_100><b_125><c_159>	Laparoscopic surgical procedure converted to open procedure	ICD9CM:V6441
<a_100><b_42><c_20>	Thoracoscopic surgical procedure converted to open procedure	ICD9CM:V6442
<a_82><b_14><c_218>	Person feigning illness	ICD9CM:V652
<a_13><b_169><c_199>	Dietary surveillance and counseling	ICD9CM:V653
<a_82><b_14><c_228>	Other specified counseling	ICD9CM:V6549
<a_82><b_14><c_123>	Person with feared complaint in whom no diagnosis was made	ICD9CM:V655
<a_13><b_120><c_192>	Encounter for palliative care	ICD9CM:V667
<a_13><b_249><c_32>	Follow-up examination, following radiotherapy	ICD9CM:V671
<a_13><b_243><c_136>	Follow-up examination, following chemotherapy	ICD9CM:V672
<a_82><b_192><c_140>	Lack of adequate sleep	ICD9CM:V694
<a_13><b_118><c_61>	Other general medical examination for administrative purposes	ICD9CM:V703
<a_13><b_118><c_16>	Examination of participant in clinical trial	ICD9CM:V707
<a_175><b_104><c_212>	Observation following other accident	ICD9CM:V714
<a_13><b_213><c_57>	Pre-operative cardiovascular examination	ICD9CM:V7281
<a_40><b_163><c_121>	Screening examination for pulmonary tuberculosis	ICD9CM:V741
<a_125><b_198><c_61>	Special screening for malignant neoplasms of colon	ICD9CM:V7651
<a_250><b_67><c_70>	Genetic susceptibility to other malignant neoplasm	ICD9CM:V8409
<a_63><b_80><c_1>	Genetic susceptibility to other disease	ICD9CM:V8489
<a_251><b_150><c_87>	Body Mass Index less than 19, adult	ICD9CM:V850
<a_251><b_252><c_189>	Body Mass Index between 19-24, adult	ICD9CM:V851
<a_251><b_100><c_226>	Body Mass Index 25.0-25.9, adult	ICD9CM:V8521
<a_251><b_100><c_124>	Body Mass Index 26.0-26.9, adult	ICD9CM:V8522
<a_251><b_100><c_230>	Body Mass Index 27.0-27.9, adult	ICD9CM:V8523
<a_251><b_100><c_61>	Body Mass Index 28.0-28.9, adult	ICD9CM:V8524
<a_251><b_100><c_191>	Body Mass Index 29.0-29.9, adult	ICD9CM:V8525
<a_251><b_95><c_3>	Body Mass Index 30.0-30.9, adult	ICD9CM:V8530
<a_251><b_100><c_116>	Body Mass Index 31.0-31.9, adult	ICD9CM:V8531
<a_251><b_95><c_201>	Body Mass Index 32.0-32.9, adult	ICD9CM:V8532
<a_251><b_95><c_61>	Body Mass Index 33.0-33.9, adult	ICD9CM:V8533
<a_251><b_95><c_17>	Body Mass Index 34.0-34.9, adult	ICD9CM:V8534
<a_251><b_113><c_41>	Body Mass Index 35.0-35.9, adult	ICD9CM:V8535
<a_251><b_113><c_20>	Body Mass Index 36.0-36.9, adult	ICD9CM:V8536
<a_251><b_95><c_1>	Body Mass Index 37.0-37.9, adult	ICD9CM:V8537
<a_251><b_113><c_86>	Body Mass Index 38.0-38.9, adult	ICD9CM:V8538
<a_251><b_113><c_17>	Body Mass Index 39.0-39.9, adult	ICD9CM:V8539
<a_251><b_31><c_80>	Body Mass Index 40 and over, adult	ICD9CM:V854
<a_251><b_31><c_67>	Body Mass Index 40.0-44.9, adult	ICD9CM:V8541
<a_251><b_31><c_161>	Body Mass Index 45.0-49.9, adult	ICD9CM:V8542
<a_251><b_31><c_98>	Body Mass Index 50.0-59.9, adult	ICD9CM:V8543
<a_251><b_31><c_92>	Body Mass Index 60.0-69.9, adult	ICD9CM:V8544
<a_251><b_31><c_126>	Body Mass Index 70 and over, adult	ICD9CM:V8545
<a_125><b_231><c_185>	Estrogen receptor positive status [ER+]	ICD9CM:V860
<a_44><b_56><c_48>	Contact with and (suspected) exposure to other potentially hazardous chemicals	ICD9CM:V872
